term_str,stem,n,rank,p,i,stop,max_pos,n_pos,cat_pos
hearttoheart,hearttoheart,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
responds,respond,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
needles,needl,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
duplicated,duplic,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
mattressmaking,mattressmak,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
mattressshop,mattressshop,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
nailing,nail,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
toothbrushes,toothbrush,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
bathhouse,bathhous,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
nightgown,nightgown,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
shortsighted,shortsight,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
yresidence,yresid,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
inventions,invent,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
steamengines,steamengin,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
drugstores,drugstor,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
interestbearing,interestbear,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
truf,truf,1,20274,6.732320253781545e-07,20.502392857485294,0,FW,1,{'FW'}
exslaveholding,exslavehold,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
acknowlege,acknowleg,1,20274,6.732320253781545e-07,20.502392857485294,0,VBP,1,{'VBP'}
firsthand,firsthand,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
enthusiasms,enthusiasm,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
fête,fête,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
battlemusic,battlemus,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
symphonyconcert,symphonyconcert,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
exabolitionist,exabolitionist,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
spoonfuls,spoon,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
staunton,staunton,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
elbowing,elbow,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
innocentlooking,innocentlook,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
eightysix,eightysix,1,20274,6.732320253781545e-07,20.502392857485294,0,RB,1,{'RB'}
handles,handl,1,20274,6.732320253781545e-07,20.502392857485294,0,VBZ,1,{'VBZ'}
crickets,cricket,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
spading,spade,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
highgrade,highgrad,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
responsiveness,respons,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
tablespoonfuls,tablespoon,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
exmayor,exmayor,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
ballotbox,ballotbox,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
millionaire,millionair,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
hypnotized,hypnot,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
reactionary,reactionari,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
specialists,specialist,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
overnight,overnight,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
gourdvine,gourdvin,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
ballots,ballot,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
react,react,1,20274,6.732320253781545e-07,20.502392857485294,0,VB,1,{'VB'}
laborsaving,laborsav,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
cornering,corner,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
soldiery,soldieri,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
starspangled,starspangl,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
hiyis,hiyi,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
tobaccosmoke,tobaccosmok,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
banquethall,banquethal,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
generalities,general,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
sermonizing,sermon,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
underproduction,underproduct,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
scooped,scoop,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
bulltongue,bulltongu,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
114,114,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
dental,dental,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
2117,2117,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
anencephalous,anencephal,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
261897t,261897t,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
photographs,photograph,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
helleburgh,helleburgh,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
electro,electro,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
scudder,scudder,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
alarmist,alarmist,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
slays,slay,1,20274,6.732320253781545e-07,20.502392857485294,0,VBZ,1,{'VBZ'}
handel,handel,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
4648,4648,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
2123,2123,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
scored,score,1,20274,6.732320253781545e-07,20.502392857485294,0,VBD,1,{'VBD'}
banked,bank,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
gatherers,gather,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
alberta,alberta,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
14015,14015,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
typewriting,typewrit,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
rating,rate,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
1322,1322,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
leaveth,leaveth,1,20274,6.732320253781545e-07,20.502392857485294,0,VBZ,1,{'VBZ'}
1902thomas,1902thoma,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
tumor,tumor,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
woodlin,woodlin,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
dislocated,disloc,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
extensionand,extensionand,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
counterextension,counterextens,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
mechanicsburg,mechanicsburg,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
manipulate,manipul,1,20274,6.732320253781545e-07,20.502392857485294,0,VB,1,{'VB'}
antagonized,antagon,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
fibrocystic,fibrocyst,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
molding,mold,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
putinbay,putinbay,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
obstructed,obstruct,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
ocstracism,ocstrac,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
lifestruggle,lifestruggl,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
imitators,imit,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
selfgain,selfgain,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
troubleth,troubleth,1,20274,6.732320253781545e-07,20.502392857485294,0,VB,1,{'VB'}
1527,1527,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
eclecticmedical,eclecticmed,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
sterris,sterri,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
grocerykeeping,grocerykeep,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
319,319,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
bakeries,bakeri,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
familiarize,familiar,1,20274,6.732320253781545e-07,20.502392857485294,0,VB,1,{'VB'}
moninger,moning,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
432,432,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
connubial,connubi,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
amuses,amus,1,20274,6.732320253781545e-07,20.502392857485294,0,VBZ,1,{'VBZ'}
fifthannual,fifthannu,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
65,65,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
replenished,replenish,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
shinar,shinar,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
117,117,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
pellmell,pellmel,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
tim,tim,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
6310,6310,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
jer,jer,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
2114,2114,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
decedent,deced,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
anautopsy,anautopsi,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
atthe,atth,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
bedecked,bedeck,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
linden,linden,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
317,317,1,20274,6.732320253781545e-07,20.502392857485294,0,LS,1,{'LS'}
besetments,beset,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
patronize,patron,1,20274,6.732320253781545e-07,20.502392857485294,0,VB,1,{'VB'}
handpainting,handpaint,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
chiropodist,chiropodist,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
wigmaker,wigmak,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
hairdresser,hairdress,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
fivedollar,fivedollar,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
3144,3144,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
pencils,pencil,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
fairweather,fairweath,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
trotting,trot,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
requite,requit,1,20274,6.732320253781545e-07,20.502392857485294,0,VB,1,{'VB'}
forging,forg,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
tramer,tramer,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
slaughterhouses,slaughterhous,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
2044,2044,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
dspringfield,dspringfield,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
familiarizing,familiar,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
divulge,divulg,1,20274,6.732320253781545e-07,20.502392857485294,0,VB,1,{'VB'}
complaineth,complaineth,1,20274,6.732320253781545e-07,20.502392857485294,0,VBZ,1,{'VBZ'}
paganism,pagan,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
dentistry,dentistri,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
outsider,outsid,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
diagnosis,diagnosi,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
shoveling,shovel,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
barges,barg,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
tunnels,tunnel,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
pessimists,pessimist,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
pessimism,pessim,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
uglylooking,uglylook,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
freeforall,freeforal,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
pierson,pierson,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
scrapper,scrapper,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
manipulating,manipul,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
muzzle,muzzl,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
winkler,winkler,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
haunting,haunt,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
flournoy,flournoy,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
189091,189091,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
abney,abney,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
schooltaught,schooltaught,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
leaks,leak,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
stinginess,stingi,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
sewers,sewer,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
curr,curr,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
matriculated,matricul,1,20274,6.732320253781545e-07,20.502392857485294,0,VBD,1,{'VBD'}
1412,1412,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
73650,73650,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
vibratory,vibratori,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
actualize,actual,1,20274,6.732320253781545e-07,20.502392857485294,0,VB,1,{'VB'}
plod,plod,1,20274,6.732320253781545e-07,20.502392857485294,0,VBP,1,{'VBP'}
eccl,eccl,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
builds,build,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
complainers,complain,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
unhinged,unhing,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
straying,stray,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
insignificance,insignific,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
substances,substanc,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
inebriate,inebri,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
punches,punch,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
selfwill,selfwil,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
corncutting,corncut,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
spirituallyminded,spirituallymind,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
burnum,burnum,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
inflow,inflow,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
cynthiana,cynthiana,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
1893major,1893major,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
morbus,morbus,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
allroundness,allround,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
dislocations,disloc,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
missiles,missil,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
gunshot,gunshot,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
firstnamed,firstnam,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
unrivaled,unriv,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
lusty,lusti,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
distempers,distemp,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
decaying,decay,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
prodigiously,prodigi,1,20274,6.732320253781545e-07,20.502392857485294,0,RB,1,{'RB'}
larynx,larynx,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
reestablished,reestablish,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
defunct,defunct,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
1905,1905,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
osler,osler,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
chloroformed,chloroform,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
ohiopost,ohiopost,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
hahneman,hahneman,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
olivet,olivet,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
deformities,deform,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
hawaiian,hawaiian,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
teachable,teachabl,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
towit,towit,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
mckinleyhere,mckinleyher,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
lockouts,lockout,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
littlepage,littlepag,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
costa,costa,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
rica,rica,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
1896adjutant,1896adjut,1,20274,6.732320253781545e-07,20.502392857485294,0,CD,1,{'CD'}
axline,axlin,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
presidentof,presidentof,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
registration,registr,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
investigator,investig,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
mchenry,mchenri,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
canty,canti,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
gilmer,gilmer,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
prillerman,prillerman,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
starks,stark,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
energetically,energet,1,20274,6.732320253781545e-07,20.502392857485294,0,RB,1,{'RB'}
hazelwood,hazelwood,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
textbook,textbook,1,20274,6.732320253781545e-07,20.502392857485294,0,VB,1,{'VB'}
stoves,stove,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
obliterates,obliter,1,20274,6.732320253781545e-07,20.502392857485294,0,VBZ,1,{'VBZ'}
halfday,halfday,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
shoutinde,shoutind,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
raps,rap,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
mov,mov,1,20274,6.732320253781545e-07,20.502392857485294,0,VBZ,1,{'VBZ'}
misterous,mister,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
yere,yere,1,20274,6.732320253781545e-07,20.502392857485294,0,RB,1,{'RB'}
vonder,vonder,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
gastronomic,gastronom,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
gravy,gravi,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
simmering,simmer,1,20274,6.732320253781545e-07,20.502392857485294,0,VBG,1,{'VBG'}
saucepan,saucepan,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
vesef,vesef,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
perceptively,percept,1,20274,6.732320253781545e-07,20.502392857485294,0,RB,1,{'RB'}
vonders,vonder,1,20274,6.732320253781545e-07,20.502392857485294,0,NNS,1,{'NNS'}
standand,standand,1,20274,6.732320253781545e-07,20.502392857485294,0,VBP,1,{'VBP'}
wistful,wist,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
rollmy,rollmi,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
bruder,bruder,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
dereto,dereto,1,20274,6.732320253781545e-07,20.502392857485294,0,JJ,1,{'JJ'}
fearin,fearin,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
doubtinwhile,doubtinwhil,1,20274,6.732320253781545e-07,20.502392857485294,0,NN,1,{'NN'}
forgit,forgit,1,20274,6.732320253781545e-07,20.502392857485294,0,VBP,1,{'VBP'}
kine,kine,1,20274,6.732320253781545e-07,20.502392857485294,0,VBP,1,{'VBP'}
lonsum,lonsum,1,20274,6.732320253781545e-07,20.502392857485294,0,RB,1,{'RB'}
bate,bate,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
hed,hed,1,20274,6.732320253781545e-07,20.502392857485294,0,VBN,1,{'VBN'}
timidly,timid,1,20274,6.732320253781545e-07,20.502392857485294,0,RB,1,{'RB'}
bobber,bobber,1,20274,6.732320253781545e-07,20.502392857485294,0,NNP,1,{'NNP'}
